#BioGRID Interaction ID	Entrez Gene Interactor A	Entrez Gene Interactor B	BioGRID ID Interactor A	BioGRID ID Interactor B	Systematic Name Interactor A	Systematic Name Interactor B	Official Symbol Interactor A	Official Symbol Interactor B	Synonyms Interactor A	Synonyms Interactor B	Experimental System	Experimental System Type	Author	Publication Source	Organism ID Interactor A	Organism ID Interactor B	Throughput	Score	Modification	Qualifications	Tags	Source Database	SWISS-PROT Accessions Interactor A	TREMBL Accessions Interactor A	REFSEQ Accessions Interactor A	SWISS-PROT Accessions Interactor B	TREMBL Accessions Interactor B	REFSEQ Accessions Interactor B	Ontology Term IDs	Ontology Term Names	Ontology Term Categories	Ontology Term Qualifier IDs	Ontology Term Qualifier Names	Ontology Term Types	Organism Name Interactor A	Organism Name Interactor B
817162	25827	9212	117355	114646	-	-	FBXL2	AURKB	FBL2|FBL3	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Biochemical Activity	physical	Mallampalli RK (2013)	PUBMED:23370391	9606	9606	Low Throughput	-	Ubiquitination	E1,|e2= Ubc5,  Ubc7	-	BIOGRID	Q9UKC9	-	NP_036289|NP_001165184	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
817163	9212	25827	114646	117355	-	-	AURKB	FBXL2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	FBL2|FBL3	Affinity Capture-Western	physical	Mallampalli RK (2013)	PUBMED:23370391	9606	9606	Low Throughput	-	-	E1,|e2= Ubc5,  Ubc7	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q9UKC9	-	NP_036289|NP_001165184	-	-	-	-	-	-	Homo sapiens	Homo sapiens
817164	9212	801	114646	107252	-	-	AURKB	CALM1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	CALML2|CAMI|CPVT4|DD132|PHKD|caM	Affinity Capture-Western	physical	Mallampalli RK (2013)	PUBMED:23370391	9606	9606	Low Throughput	-	-	E1,|e2= Ubc5,  Ubc7	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	P62158	B4DJ51|E7ETZ0	NP_001350598|NP_001350599|NP_008819	-	-	-	-	-	-	Homo sapiens	Homo sapiens
823744	1731	9212	108075	114646	-	-	SEPT1	AURKB	DIFF6|LARP|PNUTL3|SEP1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Reconstituted Complex	physical	Qi M (2005)	PUBMED:16179162	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8WYJ6	J3KNL2	NP_443070	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
823745	1731	9212	108075	114646	-	-	SEPT1	AURKB	DIFF6|LARP|PNUTL3|SEP1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Qi M (2005)	PUBMED:16179162	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q8WYJ6	J3KNL2	NP_443070	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
823746	9212	1731	114646	108075	-	-	AURKB	SEPT1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	DIFF6|LARP|PNUTL3|SEP1	Two-hybrid	physical	Qi M (2005)	PUBMED:16179162	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q8WYJ6	J3KNL2	NP_443070	-	-	-	-	-	-	Homo sapiens	Homo sapiens
823747	9212	1731	114646	108075	-	-	AURKB	SEPT1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	DIFF6|LARP|PNUTL3|SEP1	Biochemical Activity	physical	Qi M (2005)	PUBMED:16179162	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q8WYJ6	J3KNL2	NP_443070	-	-	-	-	-	-	Homo sapiens	Homo sapiens
824115	9212	332	114646	106829	-	-	AURKB	BIRC5	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	API4|EPR-1	Reconstituted Complex	physical	Noton EA (2006)	PUBMED:16291752	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	O15392	H3BLT4	NP_001159|NP_001012270|NP_001012271	-	-	-	-	-	-	Homo sapiens	Homo sapiens
824119	332	9212	106829	114646	-	-	BIRC5	AURKB	API4|EPR-1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Noton EA (2006)	PUBMED:16291752	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O15392	H3BLT4	NP_001159|NP_001012270|NP_001012271	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829225	3320	9212	109552	114646	-	-	HSP90AA1	AURKB	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Luminescence	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	High Throughput	-	-	-	-	BIOGRID	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
829255	9212	3320	114646	109552	-	-	AURKB	HSP90AA1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	EL52|HSP86|HSP89A|HSP90A|HSP90N|HSPC1|HSPCA|HSPCAL1|HSPCAL4|HSPN|Hsp89|Hsp90|LAP-2|LAP2	Affinity Capture-Western	physical	Taipale M (2012)	PUBMED:22939624	9606	9606	Low Throughput	-	-	exogenous expression of bait	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	P07900	Q86SX1|K9JA46	NP_005339|NP_001017963	BTO:0002181	HEK-293T cell	cell line	-	-	-	Homo sapiens	Homo sapiens
838635	9212	10403	114646	115675	-	-	AURKB	NDC80	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	HEC|HEC1|HsHec1|KNTC2|TID3|hsNDC80	Biochemical Activity	physical	Tien AC (2004)	PUBMED:14602875	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	O14777	A8K031	NP_006092	-	-	-	-	-	-	Homo sapiens	Homo sapiens
838636	9212	83540	114646	123673	-	-	AURKB	NUF2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	CDCA1|CT106|NUF2R	Biochemical Activity	physical	Tien AC (2004)	PUBMED:14602875	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q9BZD4	-	NP_663735|NP_113611	-	-	-	-	-	-	Homo sapiens	Homo sapiens
838640	83540	9212	123673	114646	-	-	NUF2	AURKB	CDCA1|CT106|NUF2R	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Tien AC (2004)	PUBMED:14602875	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9BZD4	-	NP_663735|NP_113611	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
838641	10403	9212	115675	114646	-	-	NDC80	AURKB	HEC|HEC1|HsHec1|KNTC2|TID3|hsNDC80	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Tien AC (2004)	PUBMED:14602875	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O14777	A8K031	NP_006092	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
856763	55143	9212	120446	114646	-	-	CDCA8	AURKB	BOR|BOREALIN|DasraB|MESRGP	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Jelluma N (2008)	PUBMED:18243099	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q53HL2	-	NP_001243804|NP_060571	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
858482	9212	22974	114646	116624	-	RP11-243J16.10-002	AURKB	TPX2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	C20orf1|C20orf2|DIL-2|DIL2|FLS353|GD:C20orf1|HCA519|HCTP4|REPP86|p100	Affinity Capture-Western	physical	Fu J (2009)	PUBMED:19357306	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q9ULW0	Q643R0	NP_036244	-	-	-	-	-	-	Homo sapiens	Homo sapiens
858483	9212	3619	114646	109831	-	-	AURKB	INCENP	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	-	Affinity Capture-Western	physical	Fu J (2009)	PUBMED:19357306	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q9NQS7	-	NP_064623|NP_001035784	-	-	-	-	-	-	Homo sapiens	Homo sapiens
858484	9212	332	114646	106829	-	-	AURKB	BIRC5	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	API4|EPR-1	Affinity Capture-Western	physical	Fu J (2009)	PUBMED:19357306	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	O15392	H3BLT4	NP_001159|NP_001012270|NP_001012271	-	-	-	-	-	-	Homo sapiens	Homo sapiens
858488	9212	3619	114646	109831	-	-	AURKB	INCENP	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	-	Reconstituted Complex	physical	Fu J (2009)	PUBMED:19357306	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q9NQS7	-	NP_064623|NP_001035784	-	-	-	-	-	-	Homo sapiens	Homo sapiens
868631	9212	6795	114646	112671	-	-	AURKB	AURKC	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	AIE2|AIK3|ARK3|AurC|SPGF5|STK13|aurora-C	Affinity Capture-Western	physical	Li X (2004)	PUBMED:15316025	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q9UQB9	-	NP_003151|NP_001015879|NP_001015878	-	-	-	-	-	-	Homo sapiens	Homo sapiens
868632	9212	6795	114646	112671	-	-	AURKB	AURKC	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	AIE2|AIK3|ARK3|AurC|SPGF5|STK13|aurora-C	Co-fractionation	physical	Li X (2004)	PUBMED:15316025	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q9UQB9	-	NP_003151|NP_001015879|NP_001015878	-	-	-	-	-	-	Homo sapiens	Homo sapiens
868634	3619	9212	109831	114646	-	-	INCENP	AURKB	-	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Li X (2004)	PUBMED:15316025	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q9NQS7	-	NP_064623|NP_001035784	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
879375	9212	11335	114646	116463	-	-	AURKB	CBX3	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	HECH|HP1-GAMMA|HP1Hs-gamma	Biochemical Activity	physical	Grzenda A (2013)	PUBMED:23829974	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q13185	A4D177|B8ZZ43	NP_009207|NP_057671	-	-	-	-	-	-	Homo sapiens	Homo sapiens
893209	9212	10399	114646	115671	-	HLC7	AURKB	GNB2L1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Gnb2-rs1|H12.3|HLC-7|PIG21|RACK1	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	P63244	E9KL35	NP_006089	-	-	-	-	-	-	Homo sapiens	Homo sapiens
893614	9212	1731	114646	108075	-	-	AURKB	SEPT1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	DIFF6|LARP|PNUTL3|SEP1	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q8WYJ6	J3KNL2	NP_443070	-	-	-	-	-	-	Homo sapiens	Homo sapiens
894080	9212	5684	114646	111657	-	-	AURKB	PSMA3	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	HC8|PSC3	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	P25788	-	NP_687033|NP_002779	-	-	-	-	-	-	Homo sapiens	Homo sapiens
894248	9212	10018	114646	115335	-	-	AURKB	BCL2L11	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	BAM|BIM|BOD	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	O43521	-	NP_619530|NP_619529|NP_619528|NP_001191038|NP_001191039|NP_001191036|NP_001191037|NP_001191035|NP_006529|NP_619531|NP_619532|NP_619533|NP_996885|NP_001191041|NP_619527|NP_001191042|NP_996886|NP_001191040	-	-	-	-	-	-	Homo sapiens	Homo sapiens
894374	9212	10519	114646	115774	-	-	AURKB	CIB1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	CIB|CIBP|KIP1|PRKDCIP|SIP2-28	Two-hybrid	physical	Wang J (2011)	PUBMED:21988832	9606	9606	High Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q99828	-	NP_001264693|NP_006375	-	-	-	-	-	-	Homo sapiens	Homo sapiens
913886	6788	9212	112664	114646	-	-	STK3	AURKB	KRS1|MST2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-MS	physical	Couzens AL (2013)	PUBMED:24255178	9606	9606	High Throughput	0.93	-	-	-	BIOGRID	Q13188	A0A087WZ06	NP_001243242|NP_001243241|NP_006272	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
913913	6789	9212	112665	114646	-	-	STK4	AURKB	KRS2|MST1|TIIAC|YSK3	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-MS	physical	Couzens AL (2013)	PUBMED:24255178	9606	9606	High Throughput	0.96	-	-	-	BIOGRID	Q13043	-	NP_006273|NP_001339314	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
918536	10211	9212	115506	114646	DADB-118P11.2	-	FLOT1	AURKB	-	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Affinity Capture-Western	physical	Gomez V (2010)	PUBMED:20430883	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O75955	Q5ST80	NP_001305804|NP_005794	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
918538	9212	3619	114646	109831	-	-	AURKB	INCENP	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	-	Affinity Capture-Western	physical	Gomez V (2010)	PUBMED:20430883	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q9NQS7	-	NP_064623|NP_001035784	-	-	-	-	-	-	Homo sapiens	Homo sapiens
918539	9212	10211	114646	115506	-	DADB-118P11.2	AURKB	FLOT1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	-	Affinity Capture-Western	physical	Gomez V (2010)	PUBMED:20430883	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	O75955	Q5ST80	NP_001305804|NP_005794	-	-	-	-	-	-	Homo sapiens	Homo sapiens
918540	9212	55143	114646	120446	-	-	AURKB	CDCA8	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	BOR|BOREALIN|DasraB|MESRGP	Affinity Capture-Western	physical	Gomez V (2010)	PUBMED:20430883	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q53HL2	-	NP_001243804|NP_060571	-	-	-	-	-	-	Homo sapiens	Homo sapiens
918541	9212	332	114646	106829	-	-	AURKB	BIRC5	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	API4|EPR-1	Affinity Capture-Western	physical	Gomez V (2010)	PUBMED:20430883	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	O15392	H3BLT4	NP_001159|NP_001012270|NP_001012271	-	-	-	-	-	-	Homo sapiens	Homo sapiens
918542	9212	10211	114646	115506	-	DADB-118P11.2	AURKB	FLOT1	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	-	Reconstituted Complex	physical	Gomez V (2010)	PUBMED:20430883	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	O75955	Q5ST80	NP_001305804|NP_005794	-	-	-	-	-	-	Homo sapiens	Homo sapiens
918543	10211	9212	115506	114646	DADB-118P11.2	-	FLOT1	AURKB	-	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	Reconstituted Complex	physical	Gomez V (2010)	PUBMED:20430883	9606	9606	Low Throughput	-	-	-	-	BIOGRID	O75955	Q5ST80	NP_001305804|NP_005794	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	-	-	-	-	-	-	Homo sapiens	Homo sapiens
918545	9212	55143	114646	120446	-	-	AURKB	CDCA8	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	BOR|BOREALIN|DasraB|MESRGP	Reconstituted Complex	physical	Gomez V (2010)	PUBMED:20430883	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q53HL2	-	NP_001243804|NP_060571	-	-	-	-	-	-	Homo sapiens	Homo sapiens
932302	9212	10982	114646	116178	-	-	AURKB	MAPRE2	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	EB1|EB2|RP1	Biochemical Activity	physical	Ban R (2009)	PUBMED:19696028	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q15555	A0A024RC33	NP_055083|NP_001243349|NP_001137298|NP_001137299	-	-	-	-	-	-	Homo sapiens	Homo sapiens
932303	9212	22924	114646	116584	-	-	AURKB	MAPRE3	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	EB3|EBF3|EBF3-S|RP3	Biochemical Activity	physical	Ban R (2009)	PUBMED:19696028	9606	9606	Low Throughput	-	Phosphorylation	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q9UPY8	-	NP_001289979|NP_036458	-	-	-	-	-	-	Homo sapiens	Homo sapiens
946875	9212	8338	114646	113934	-	-	AURKB	HIST2H2AC	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	H2A|H2A-GL101|H2A/q|H2AFQ	Affinity Capture-Western	physical	Joo HY (2007)	PUBMED:17914355	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q16777	-	NP_003508	-	-	-	-	-	-	Homo sapiens	Homo sapiens
946876	9212	8337	114646	113933	-	-	AURKB	HIST2H2AA3	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	H2A|H2A.2|H2A/O|H2A/q|H2AFO|H2a-615|HIST2H2AA	Affinity Capture-Western	physical	Joo HY (2007)	PUBMED:17914355	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q6FI13	-	NP_003507	-	-	-	-	-	-	Homo sapiens	Homo sapiens
946877	9212	8349	114646	113945	-	-	AURKB	HIST2H2BE	AIK2|AIM-1|AIM1|ARK2|AurB|IPL1|PPP1R48|STK12|STK5|aurkb-sv1|aurkb-sv2	GL105|H2B|H2B.1|H2BFQ|H2BGL105|H2BQ	Affinity Capture-Western	physical	Joo HY (2007)	PUBMED:17914355	9606	9606	Low Throughput	-	-	-	-	BIOGRID	Q96GD4	-	NP_001300879|NP_001243763|NP_004208|NP_001300883|NP_001300882|NP_001300881|NP_001300880|NP_001300884|NP_001271455	Q16778	-	NP_003519	-	-	-	-	-	-	Homo sapiens	Homo sapiens
